Institution,AffiliationId,eigenvector,betweenness,degree,strength,clustering,Year
University of Memphis,94658018.0,0.02655072201324674,0.0,1.0,0.0909090909090909,0.0,2005
University of Michigan,27837315.0,,,,,,2005
University of Michigan Ann Arbor,27837315.0,,,,,,2005
University of Michigan–Ann Arbor,27837315.0,,,,,,2005
University of Mississippi,368840534.0,,,,,,2005
University of Mississippi Ole Miss,368840534.0,,,,,,2005
University of Missouri,76835614.0,,,,,,2005
University of Missouri Kansas City,75421653.0,,,,,,2005
University of Missouri St Louis,208333798.0,,,,,,2005
University of Missouri System,4777552.0,,,,,,2005
"University of Missouri, Columbia",76835614.0,,,,,,2005
"University of Missouri, Rolla",20382870.0,,,,,,2005
University of Missouri–Kansas City,75421653.0,,,,,,2005
University of Missouri–St. Louis,208333798.0,,,,,,2005
University of Nebraska Lincoln,114395901.0,,,,,,2005
University of Nebraska Medical Center,59130452.0,,,,,,2005
University of Nebraska Omaha,122266389.0,,,,,,2005
University of Nebraska System,2802450327.0,,,,,,2005
University of Nebraska at Lincoln,114395901.0,,,,,,2005
University of Nebraska at Omaha,122266389.0,,,,,,2005
University of Nebraska–Lincoln,114395901.0,,,,,,2005
University of Nevada Las Vegas,133999245.0,,,,,,2005
University of Nevada Reno,134113660.0,,,,,,2005
"University of Nevada, Las Vegas",133999245.0,,,,,,2005
"University of Nevada, Reno",134113660.0,,,,,,2005
University of New Hampshire,161057412.0,2.48066759142163e-13,0.0,1.0,0.0238095238095238,0.0,2005
University of New Hampshire Durham,161057412.0,2.48066759142163e-13,0.0,1.0,0.0238095238095238,0.0,2005
University of New Mexico,169521973.0,9.016438936545707e-13,0.0,1.0,0.0222222222222222,0.0,2005
University of North Carolina System,4210158053.0,6.575280036951368e-14,0.016924842226047045,2.0,0.0155172413793103,0.0,2005
University of North Carolina Wilmington,153901656.0,6.575280036951368e-14,0.016924842226047045,2.0,0.0155172413793103,0.0,2005
University of North Carolina at Chapel Hill,114027177.0,6.575280036951368e-14,0.016924842226047045,2.0,0.0155172413793103,0.0,2005
University of North Carolina at Charlotte,102149020.0,6.575280036951368e-14,0.016924842226047045,2.0,0.0155172413793103,0.0,2005
University of North Carolina at Greensboro,169335092.0,6.575280036951368e-14,0.016924842226047045,2.0,0.0155172413793103,0.0,2005
University of North Carolina at Wilmington,153901656.0,6.575280036951368e-14,0.016924842226047045,2.0,0.0155172413793103,0.0,2005
University of North Dakota,24571045.0,1.103480744672965e-64,0.0,1.0,0.018348623853211,0.0,2005
University of North Florida,11874761.0,,,,,,2005
University of North Texas,123534392.0,,,,,,2005
University of North Texas System,2802090120.0,,,,,,2005
University of Northern Colorado,71966907.0,,,,,,2005
University of Notre Dame,107639228.0,8.865055710716054e-13,0.0946643717728055,6.0,0.0638893274136549,0.007019640704846105,2005
University of Oklahoma,8692664.0,,,,,,2005
University of Pacific,119942576.0,1.0375497135711254e-58,0.0,1.0,0.0263157894736842,0.0,2005
University of Pittsburgh,170201317.0,1.0567144026220137e-13,0.02122776821572002,5.0,0.0782282913165264,0.03238957843917577,2005
University of Rhode Island,17626003.0,,,,,,2005
University of San Diego,160856358.0,7.712500006422183e-13,0.04073436603557085,3.0,0.038621605667060105,0.0,2005
University of South Alabama,83809506.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,0.356791389893114,2005
University of South Carolina,155781252.0,1.7713928861122752e-13,0.008318990246701088,2.0,0.0264778325123152,0.0,2005
University of South Florida,2613432.0,,,,,,2005
University of Southern California,1174212.0,2.1992517244402227e-11,0.004016064257028112,2.0,0.0367896522476674,0.0,2005
University of Southern Mississippi,44854399.0,,,,,,2005
University of Southwestern Louisiana,79516672.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,0.0,2005
University of St. Thomas - Minnesota,161515732.0,2.8270126991730454e-13,0.028686173264486515,5.0,0.056033357841675804,0.010529461057269157,2005
University of St. Thomas Minnesota,161515732.0,2.8270126991730454e-13,0.028686173264486515,5.0,0.056033357841675804,0.010529461057269157,2005
University of Tennessee Health Science Center,160606119.0,0.02655072201324674,0.0,1.0,0.0909090909090909,0.0,2005
University of Tennessee System,2799495847.0,0.02655072201324674,0.0,1.0,0.0909090909090909,0.0,2005
University of Tennessee at Knoxville,75027704.0,0.02655072201324674,0.0,1.0,0.0909090909090909,0.0,2005
University of Tennessee at Memphis,160606119.0,0.02655072201324674,0.0,1.0,0.0909090909090909,0.0,2005
University of Texas Health Science Center at Dallas,4210094379.0,,,,,,2005
University of Texas Health Science Center at Houston,919571938.0,,,,,,2005
University of Texas Health Science Center at San Antonio,165951966.0,,,,,,2005
University of Texas Medical Branch at Galveston,55302922.0,,,,,,2005
University of Texas Rio Grande Valley,2802326326.0,,,,,,2005
University of Texas Southwestern Medical Center at Dallas,4210094379.0,,,,,,2005
University of Texas System,16452829.0,,,,,,2005
University of Texas at Arlington,189196454.0,,,,,,2005
University of Texas at Austin,86519309.0,,,,,,2005
University of Texas at Brownsville/Texas Southmost College,2802326326.0,,,,,,2005
University of Texas at Dallas,162577319.0,,,,,,2005
University of Texas at EI Paso,164936912.0,,,,,,2005
University of Texas at El Paso,164936912.0,,,,,,2005
University of Texas at San Antonio,45438204.0,,,,,,2005
University of Texas at Tyler,221716585.0,,,,,,2005
University of Toledo,90871651.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
University of Tulsa,87208437.0,,,,,,2005
University of Vermont,111236770.0,,,,,,2005
University of Virginia,51556381.0,6.682481261110715e-13,0.0,1.0,0.0175438596491228,0.0,2005
University of Washington,201448701.0,,,,,,2005
University of Wisconsin Madison,135310074.0,,,,,,2005
University of Wisconsin Milwaukee,43579087.0,,,,,,2005
University of Wisconsin System,1304256225.0,,,,,,2005
University of Wisconsin–Madison,135310074.0,,,,,,2005
University of Wisconsin–Milwaukee,43579087.0,,,,,,2005
University of Wyoming,12834331.0,,,,,,2005
University of the Pacific,119942576.0,1.0375497135711254e-58,0.0,1.0,0.0263157894736842,0.0,2005
Vanderbilt University,200719446.0,1.3692752601589718e-13,0.028686173264486515,3.0,0.0279923539663798,0.03509820352423052,2005
Villanova University,7863295.0,7.281692272169146e-15,0.0,1.0,0.0147058823529411,0.0,2005
Virginia Commonwealth University,184840846.0,2.193356759911136e-51,0.0,1.0,0.0344827586206896,0.0,2005
Virginia Polytechnic Institute and State University,859038795.0,2.193356759911136e-51,0.0,1.0,0.0344827586206896,0.0,2005
Virginia Tech,859038795.0,2.193356759911136e-51,0.0,1.0,0.0344827586206896,0.0,2005
Wake Forest University,47251452.0,1.262194592222536e-13,0.01721170395869191,2.0,0.0317307692307692,0.0,2005
Washington State University,72951846.0,1.8048489131801068e-61,0.0,1.0,0.0232558139534883,0.0,2005
Washington University,204465549.0,,,,,,2005
Washington University in St. Louis,204465549.0,,,,,,2005
West Chester University,161171246.0,,,,,,2005
West Chester University of Pennsylvania,161171246.0,,,,,,2005
West Virginia University,12097938.0,8.227730852890467e-15,0.0,1.0,0.0208333333333333,0.0,2005
Western Michigan University,141649380.0,2.9985706125422084e-14,0.0,1.0,0.0192307692307692,0.0,2005
Widener University,138659443.0,,,,,,2005
William & Mary,16285277.0,,,,,,2005
William & Mary College,16285277.0,,,,,,2005
William and Mary,16285277.0,,,,,,2005
William and Mary College,16285277.0,,,,,,2005
Worcester Polytechnic Institute,107077323.0,,,,,,2005
Wright State University,19648265.0,1.1830432649660722e-64,0.00028686173264486515,2.0,0.0254408224347712,0.0,2005
Yale University,32971472.0,1.030118966767427e-13,0.0,1.0,0.0151515151515151,0.0,2005
Yeshiva College,19772626.0,2.611385662760234e-13,0.045611015490533556,4.0,0.027005980528056597,0.0230808821977373,2005
Yeshiva University,19772626.0,2.611385662760234e-13,0.045611015490533556,4.0,0.027005980528056597,0.0230808821977373,2005
Adelphi University,71965598.0,,,,,,2007
American University,181401687.0,,,,,,2007
Andrews University,102298084.0,0.7071037426969052,0.0,1.0,0.1166666666666666,0.0,2007
Arizona State University,55732556.0,3.8528867445541575e-08,0.0,1.0,0.0344827586206896,0.0,2007
Auburn University,82497590.0,7.3695035915026405e-09,0.0,2.0,0.0465116279069766,0.21556649860306687,2007
Ball State University,198089087.0,,,,,,2007
Baylor University,157394403.0,,,,,,2007
Binghamton University,123946342.0,,,,,,2007
"Binghamton University, SUNY",123946342.0,,,,,,2007
Biola University,152479009.0,,,,,,2007
Boston College,103531236.0,1.350420515870533e-07,0.016924842226047045,3.0,0.0458222656756966,0.04615348302801705,2007
Boston University,111088046.0,,,,,,2007
Bowling Green State University,157417397.0,5.681391013182284e-09,0.0,1.0,0.0085106382978723,0.0,2007
Brandeis University,6902469.0,6.285983813342379e-07,0.01778542742398164,3.0,0.0373192151165497,0.029553829113936874,2007
Brooklyn Polytechnic University,57206974.0,6.153785468346387e-07,0.050487664945496266,7.0,0.058105601060864105,0.008829852416351505,2007
Brown University,27804330.0,3.614478911966023e-08,0.0,1.0,0.0044247787610619,0.0,2007
California State University East Bay,184813773.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
California State University Fresno,67328108.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
California State University Fullerton,142934699.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
California State University Hayward,184813773.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
California State University Long Beach,59897056.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
California State University San Bernardino,43369023.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
California State University System,127339247.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
"California State University, East Bay",184813773.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
"California State University, Fresno",67328108.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
"California State University, Fullerton",142934699.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
"California State University, Hayward",184813773.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
"California State University, Long Beach",59897056.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
"California State University, San Bernardino",43369023.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
Carnegie Mellon University,74973139.0,4.2318091252519747e-07,0.04991394148020654,4.0,0.0318890089484457,0.0,2007
Case Western Reserve University,58956616.0,1.332702006245221e-08,0.0,1.0,0.0131578947368421,0.0,2007
Catholic University of America,84470341.0,7.1313348786872e-14,0.0,1.0,0.0109890109890109,0.0,2007
Central Michigan University,1629065.0,,,,,,2007
Chapman University,185071736.0,2.307910836577338e-08,0.0,1.0,0.0116279069767441,0.0,2007
Clark Atlanta University,52064589.0,3.6038415398820895e-08,0.0,1.0,0.0212765957446808,0.0,2007
Clark College,130785548.0,,,,,,2007
Clark University,130785548.0,,,,,,2007
Clarkson University,16944753.0,7.004281748426979e-08,0.0,1.0,0.008695652173913,0.0,2007
Clemson University,8078737.0,5.0845806013160955e-08,0.02581755593803786,3.0,0.0182189251800721,0.0,2007
Cleveland State University,102607778.0,5.681391013182284e-09,0.0,1.0,0.0085106382978723,0.0,2007
College of William and Mary,16285277.0,,,,,,2007
Colorado School of Mines,167576493.0,,,,,,2007
Columbia University,78577930.0,3.6588959791008708e-06,0.0567986230636833,6.0,0.0522030354869617,0.011560157408816498,2007
Cornell University,205783295.0,6.237571027818941e-07,0.23608720596672403,13.0,0.0642515370866385,0.0025738072601598264,2007
Dartmouth College,107672454.0,1.1517033410806874e-07,0.0,3.0,0.0543650793650792,0.0522188523950523,2007
Drexel University,72816309.0,2.0203546934458847e-13,0.0,1.0,0.0144927536231884,0.0,2007
Duke University,170897317.0,7.661397683160427e-08,0.01778542742398164,4.0,0.0445297574349255,0.0,2007
Duquesne University,165102784.0,,,,,,2007
East Carolina University,186335123.0,1.9709617097406042e-08,0.035283993115318414,3.0,0.0219412944534443,0.0,2007
East Tennessee State University,119443389.0,0.0020728353901475565,0.0,1.0,0.0952380952380952,0.0,2007
Eastern Michigan University,138216421.0,,,,,,2007
Emory University,150468666.0,,,,,,2007
Florida Agricultural and Mechanical University,8248082.0,,,,,,2007
Florida Atlantic University,63772739.0,,,,,,2007
Florida Institute of Technology,106959904.0,,,,,,2007
Florida International University,19700959.0,,,,,,2007
Fordham University,164389053.0,7.014817061307822e-08,0.018932874354561098,3.0,0.0463826791057912,0.04655228699821281,2007
Fullerton University,142934699.0,1.847916607264837e-05,0.0,2.0,0.0824790307548928,0.0,2007
George Mason University,162714631.0,1.5263406205831491e-10,0.0,1.0,0.0294117647058823,0.0,2007
George Washington University,193531525.0,2.689951076764374e-12,0.0,1.0,0.0232558139534883,0.0,2007
Georgetown University,184565670.0,6.139308127086872e-08,0.0,3.0,0.05212331528120989,0.09270577002622986,2007
Georgia Institute of Technology,130701444.0,1.288841057906004e-07,0.03557085484796328,3.0,0.0420088047121838,0.0,2007
Georgia Southern University,39815113.0,1.288841057906004e-07,0.03557085484796328,3.0,0.0420088047121838,0.0,2007
Georgia State University,181565077.0,1.288841057906004e-07,0.03557085484796328,3.0,0.0420088047121838,0.0,2007
Hartford University,162281398.0,,,,,,2007
Harvard University,136199984.0,1.0028681091376404e-07,0.0,1.0,0.0121951219512195,0.0,2007
Hofstra University,139290212.0,,,,,,2007
Howard University,137853757.0,3.6405060050524245e-08,0.0,1.0,0.0126582278481012,0.0,2007
Illinois Institute of Technology,180949307.0,7.52673435795084e-07,0.0,1.0,0.0133333333333333,0.0,2007
Illinois State University,47301684.0,,,,,,2007
Indiana State University,86420138.0,4.491354876375609e-12,0.0,1.0,0.025,0.0,2007
Indiana University of Pennsylvania,200885203.0,,,,,,2007
Jackson State University,61937129.0,,,,,,2007
James Madison University,11883440.0,,,,,,2007
Johns Hopkins University,145311948.0,1.6057530824562177e-07,0.14945496270797473,6.0,0.0523382792621233,0.00701486534510147,2007
Kennesaw State University,172980758.0,1.288841057906004e-07,0.03557085484796328,3.0,0.0420088047121838,0.0,2007
Kent State University,149910238.0,5.681391013182284e-09,0.0,1.0,0.0085106382978723,0.0,2007
Lehigh University,186143895.0,4.044966941571314e-08,0.0,1.0,0.0072992700729927,0.0,2007
Loma Linda University,26347476.0,0.7071037426969052,0.0,1.0,0.1166666666666666,0.0,2007
Long Island University,138873065.0,3.88986776120056e-08,0.0,1.0,0.0047619047619047,0.0,2007
Louisiana Tech University,919208787.0,,,,,,2007
Loyola Marymount University,35566140.0,9.995908041205703e-07,0.18875502008032127,7.0,0.0615892098738812,0.0,2007
Loyola University Chicago,1925986.0,7.452695780127423e-08,0.006597819850831898,4.0,0.0630056741083124,0.04635288501311493,2007
Marquette University,102461120.0,,,,,,2007
Marshall University,88694374.0,,,,,,2007
Massachusetts Institute of Technology,63966007.0,2.183507276820041e-07,0.11158921399885255,7.0,0.0733792143801621,0.00798833521623514,2007
Mercer University,150149174.0,3.7202615015555335e-07,0.013769363166953527,3.0,0.0338064109803238,0.0,2007
Miami University,83328450.0,5.681391013182284e-09,0.0,1.0,0.0085106382978723,0.0,2007
Michigan State University,87216513.0,,,,,,2007
Michigan Technological University,11957088.0,,,,,,2007
Middle Tennessee State University,169615421.0,0.0020728353901475565,0.0,1.0,0.0952380952380952,0.0,2007
Mississippi Institutions of Higher Learning,4210141039.0,,,,,,2007
Mississippi State University,99041443.0,,,,,,2007
